Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Art movement (product.metafields.shopify.art-movement),Art style (product.metafields.shopify.art-style),Artwork authenticity (product.metafields.shopify.artwork-authenticity),Artwork frame material (product.metafields.shopify.artwork-frame-material),Color (product.metafields.shopify.color-pattern),Decoration material (product.metafields.shopify.decoration-material),Display mode (product.metafields.shopify.display-mode),Frame style (product.metafields.shopify.frame-style),Material (product.metafields.shopify.material),Numeral style (product.metafields.shopify.numeral-style),Orientation (product.metafields.shopify.orientation),Painting medium (product.metafields.shopify.painting-medium),Rarity (product.metafields.shopify.rarity),Shape (product.metafields.shopify.shape),Stand/Display type (product.metafields.shopify.stand-display-type),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
frametick-minimal-square-wall-clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_92.jpg?v=1777297314,2,,,,,,,,,,,,,,,,,,,,,,,,,
trichrona-multi-dial-wall-clock,TriChrona – Multi Dial Wall Clock,"<p class=""isSelectedEnd""><span>Redefine time with this uniquely designed multi-dial wall clock.</span></p>
<p class=""isSelectedEnd""><span>Featuring a central clock face complemented by additional circular elements with Roman and numeric markings, the design creates a layered and sophisticated visual effect. It brings depth, structure, and a modern artistic touch to your space.</span></p>
<p><span>Perfect for contemporary interiors, this clock stands out as both a functional timepiece and a bold decor statement.<br></span></p>
<ul>
<li data-section-id=""17nqz9"" data-start=""993"" data-end=""1037"">Unique multi-circle layered clock design</li>
<li data-section-id=""20lx2i"" data-start=""1038"" data-end=""1083"">Combination of Roman and numeric elements</li>
<li data-section-id=""1c60qby"" data-start=""1084"" data-end=""1137"">Modern and artistic aesthetic for statement decor</li>
<li data-section-id=""1lbgjt"" data-start=""1138"" data-end=""1173"">Lightweight and easy to install</li>
</ul>
<p><span></span><br></p>",zylowalls,Home & Garden > Decor,wallclock,"artistic wall clock, black wall clock, designer wall clock, home decor clock, modern wall clock, multi dial clock, roundwall clock, statement wall piece, unique wall clock, wall clock",true,Color,black,product.metafields.shopify.color-pattern,size,16 by 16,,,,,,0.0,shopify,0,continue,manual,1599,2079,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitleddesign_89.jpg?v=1777285124,1,,false,,,modernism,other,other,wood,black,wood,,modern,wood,,other,,,,,wallart,,kg,,,active
trichrona-multi-dial-wall-clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_90.jpg?v=1777285189,2,,,,,,,,,,,,,,,,,,,,,,,,,
ikhlas-timepiece-islamic-wall-clock,Ikhlas Timepiece – Islamic Wall Clock,"<div class=""group relative clear-both my-4 w-full overflow-visible"">
<div id=""writing-block-9b58ba53-7c5a-4929-adbc-099c30050cb5"" class=""relative w-full overflow-clip rounded-[24px] bg-token-bg-primary dark:bg-[#2a2a2a] shadow-[0px_4px_80px_rgba(0,0,0,0.02)]"" data-writing-block=""true"" data-testid=""writing-block-container"">
<div class=""z-1 md:sticky top-(--sticky-padding-top)"" data-testid=""writing-block-header-sticky-container"">
<div class=""bg-token-bg-primary flex w-full items-center justify-between gap-3 font-sans dark:bg-[#2a2a2a] py-2.5"" data-testid=""writing-block-header-surface"">
<div class=""flex grow gap-3 items-center"">
<div class=""text-token-text-tertiary flex max-w-[75%] min-w-0 grow cursor-default items-center self-center text-sm font-medium""></div>
</div>
<div class=""flex shrink-0 items-center""></div>
</div>
</div>
<div class=""writing-block-editor markdown-new-styling relative flow-root pt-(--writing-block-editor-pt) pe-(--writing-block-editor-pr) pb-(--writing-block-editor-pb) ps-(--writing-block-editor-pl)"">
<div class=""ProseMirror markdown prose dark:prose-invert w-full min-h-6 break-words focus:outline-none"" aria-disabled=""false"" dir=""auto"" translate=""no"">
<p><span>Bring a sense of peace and spiritual elegance into your space with this beautifully designed wall clock.</span></p>
<p><span>Featuring Surah Al-Ikhlas arranged in a circular form around the central timepiece, the design reflects harmony, balance, and meaning. Its clean structure and thoughtful layout make it both a functional clock and a piece of Islamic art.</span></p>
<p><span>Perfect for homes seeking a calm and refined atmosphere, this clock adds depth and purpose to your decor.</span></p>
</div>
</div>
<div aria-hidden=""true"" class=""pointer-events-none absolute inset-0 z-2 rounded-[24px] shadow-[inset_0px_0px_0px_1px_rgba(0,0,0,0.07)]"">
<ul data-start=""1064"" data-end=""1233"">
<li data-section-id=""1hl19rn"" data-start=""1064"" data-end=""1109"">Circular design featuring Surah Al-Ikhlas</li>
<li data-section-id=""cxxm3a"" data-start=""1110"" data-end=""1149"">Clean and elegant Islamic aesthetic</li>
<li data-section-id=""7fe9s0"" data-start=""1150"" data-end=""1200"">Functional time display with meaningful design</li>
<li data-section-id=""gmap9k"" data-start=""1201"" data-end=""1233"">Lightweight and easy to hang</li>
</ul>
</div>
</div>
</div>",zylowalls,Home & Garden > Decor > Clocks,wallclock,"arabic calligraphy decor, islamic decor, islamic wall clock, living room decor, minimal islamic decor, modern islamic art, muslim home decor, quran wall decor, roundwall clock, spiritual home decor, surah ikhlas wall art, wall clock",true,Color,black,product.metafields.shopify.color-pattern,size,16 by 16,,,,,,0.0,shopify,0,continue,manual,1599,2079,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitleddesign_87.jpg?v=1777283884,1,,false,,,,,,,black,,analog,,wood,arabic-numerals,,,,round,wall-mounted,,,kg,,,active
ikhlas-timepiece-islamic-wall-clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_88.jpg?v=1777283905,2,,,,,,,,,,,,,,,,,,,,,,,,,
fluxora-designer-wall-clock,Fluxora – Designer Wall Clock,"<div class=""z-1 md:sticky top-(--sticky-padding-top)"" data-testid=""writing-block-header-sticky-container"">
<div class=""bg-token-bg-primary flex w-full items-center justify-between gap-3 font-sans dark:bg-[#2a2a2a] py-2.5"" data-testid=""writing-block-header-surface"">
<div class=""flex grow gap-3 items-center"">
<div class=""text-token-text-tertiary flex max-w-[75%] min-w-0 grow cursor-default items-center self-center text-sm font-medium""></div>
</div>
<div class=""flex shrink-0 items-center"">
<div class=""flex items-center""></div>
</div>
</div>
</div>
<div class=""writing-block-editor markdown-new-styling relative flow-root pt-(--writing-block-editor-pt) pe-(--writing-block-editor-pr) pb-(--writing-block-editor-pb) ps-(--writing-block-editor-pl)"">
<div class=""ProseMirror markdown prose dark:prose-invert w-full min-h-6 break-words focus:outline-none"" aria-disabled=""false"" dir=""auto"" translate=""no"">
<p><span>Transform your wall into a statement of motion and design with this modern wall clock.</span></p>
<p><span>Featuring a central timepiece surrounded by flowing, interwoven strips, the design creates a sense of movement and visual rhythm. The layered structure adds depth and uniqueness, making it a standout decor element.</span></p>
<p><span>Perfect for contemporary interiors, this clock blends functionality with artistic expression, elevating any space effortlessly.<br></span></p>
<ul data-start=""1046"" data-end=""1235"">
<li data-section-id=""1ckbr3q"" data-start=""1046"" data-end=""1104"">Unique interwoven strip design creating a dynamic look</li>
<li data-section-id=""1ora6fm"" data-start=""1105"" data-end=""1154"">Modern artistic aesthetic with depth and flow</li>
<li data-section-id=""1muoca4"" data-start=""1155"" data-end=""1202"">Centered time display with clean visibility</li>
<li data-section-id=""gmap9k"" data-start=""1203"" data-end=""1235"">Lightweight and easy to hang</li>
</ul>
<p><span><br></span></p>
</div>
</div>",zylowalls,Home & Garden > Decor > Clocks,wallclock,"abstract wall decor, artistic wall clock, black wall clock, contemporary clock, designer wall clock, home decor clock, living room clock, minimal clock, modern wall clock, statement wall piece, unique wall clock, wallclock",true,Color,black,product.metafields.shopify.color-pattern,size,16 by 16,,,,,,0.0,shopify,0,continue,manual,1599,2079,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitleddesign_85.jpg?v=1777281453,1,,false,,,,,,,black,,analog,,wood,index-markers,,,,,wall-mounted,,,kg,,,active
fluxora-designer-wall-clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_86.jpg?v=1777281466,2,,,,,,,,,,,,,,,,,,,,,,,,,
chasing-whimsy-cat-wall-art-3-panel-set,Chasing Whimsy – Cat Wall Art (3 Panel Set),"<p class=""isSelectedEnd""><span>Add a playful and lively touch to your space with this charming 3-panel wall art set.</span></p>
<p class=""isSelectedEnd""><span>Each frame captures a curious cat reaching out, drawn by the delicate presence of a butterfly just beyond its grasp. The design creates a sense of motion and interaction, bringing energy and character to your walls.</span></p>
<p><span>Perfect for modern interiors, this piece blends simplicity with a storytelling element, making it both decorative and expressive.<br>Open-frame inspired design for a modern artistic look<br></span></p>
<ul data-start=""1035"" data-end=""1227"">
<li data-section-id=""18txgqd"" data-start=""1035"" data-end=""1090"">Playful multi-frame design with dynamic interaction</li>
<li data-section-id=""nuvukm"" data-start=""1091"" data-end=""1146"">Clean and modern aesthetic with expressive elements</li>
<li data-section-id=""1j6fqwu"" data-start=""1147"" data-end=""1194"">3-panel layout creating a sense of movement</li>
<li data-section-id=""gmap9k"" data-start=""1195"" data-end=""1227"">Lightweight and easy to hang</li>
</ul>
<p><span></span><br></p>",zylowalls,Home & Garden > Decor,wallart,"3 piece wall art, abstract wall art, abstract wall decor, aesthetic decor, aesthetic home decor, aesthetic wall art, aesthetic wall decor, animal wall art, artistic wall decor, bedroom wall decor, butterfly wall decor, cat wall art, cute wall art, home decor, modern wall art, playful wall decor",true,Color,black,product.metafields.shopify.color-pattern,size,each frame of 8 by 14,,,,,,0.0,shopify,0,continue,manual,1699,2209,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/10.jpg?v=1777226375,1,,false,,,,,,,black,wood,,,wood,,,,,,,,,kg,,,active
chasing-whimsy-cat-wall-art-3-panel-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_83.jpg?v=1777226521,2,,,,,,,,,,,,,,,,,,,,,,,,,
stria-essence-abstract-zebra-wall-art,Stria Essence – Abstract Zebra Wall Art,"<div class=""group relative clear-both my-4 w-full overflow-visible"">
<div id=""writing-block-24a00e90-4369-4c0e-871e-0143f57b359e"" class=""relative w-full overflow-clip rounded-[24px] bg-token-bg-primary dark:bg-[#2a2a2a] shadow-[0px_4px_80px_rgba(0,0,0,0.02)]"" data-writing-block=""true"" data-testid=""writing-block-container"">
<div class=""z-1 md:sticky top-(--sticky-padding-top)"" data-testid=""writing-block-header-sticky-container"">
<div class=""bg-token-bg-primary flex w-full items-center justify-between gap-3 font-sans dark:bg-[#2a2a2a] py-2.5"" data-testid=""writing-block-header-surface"">
<div class=""flex grow gap-3 items-center"">
<div class=""text-token-text-tertiary flex max-w-[75%] min-w-0 grow cursor-default items-center self-center text-sm font-medium""></div>
</div>
<div class=""flex shrink-0 items-center"">
<div class=""flex items-center""></div>
</div>
</div>
</div>
<div class=""writing-block-editor markdown-new-styling relative flow-root pt-(--writing-block-editor-pt) pe-(--writing-block-editor-pr) pb-(--writing-block-editor-pb) ps-(--writing-block-editor-pl)"">
<div class=""ProseMirror markdown prose dark:prose-invert w-full min-h-6 break-words focus:outline-none"" aria-disabled=""false"" dir=""auto"" translate=""no"">
<p><span>Introduce a bold yet calming statement to your space with this abstract zebra-inspired wall art.</span></p>
<p><span>The design captures a quiet moment of stillness, expressed through flowing linear forms and striking contrast. Its artistic structure adds depth and intrigue, making it a unique centerpiece for modern interiors.</span></p>
<p><span>Perfect for those who appreciate expressive design, this piece blends natural inspiration with a refined, contemporary aesthetic.</span></p>
</div>
</div>
<div aria-hidden=""true"" class=""pointer-events-none absolute inset-0 z-2 rounded-[24px] shadow-[inset_0px_0px_0px_1px_rgba(0,0,0,0.07)]"">
<ul>
<li data-section-id=""ndm2ko"" data-start=""1105"" data-end=""1167"">Abstract zebra-inspired design with flowing linear details</li>
<li data-section-id=""6ur4ol"" data-start=""1168"" data-end=""1214"">Strong contrast for a bold and modern look</li>
<li data-section-id=""wlgzxe"" data-start=""1215"" data-end=""1264"">Artistic composition with depth and structure</li>
<li data-section-id=""gmap9k"" data-start=""1265"" data-end=""1297"">Lightweight and easy to hang</li>
</ul>
</div>
</div>
</div>",zylowalls,Home & Garden > Decor,wallart,"abstract wall decor, aesthetic decor, aesthetic home decor, aesthetic wall decor, animal wall art, artistic wall decor, elegant wall decor, home decor, home decor wall art, modern wall art, nature inspired wall art, premium home decor, statement wall decor, unique wall art, zebra wall art",true,Color,black,product.metafields.shopify.color-pattern,size,16 by 16,,,,,,0.0,shopify,0,continue,manual,1549,2014,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/6_5af1d031-c3cf-437a-bbbe-18bfc1b897ce.jpg?v=1777198989,1,,false,,,,,,,black,wood,,,wood,,,,,,,,,kg,,,active
stria-essence-abstract-zebra-wall-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_82.jpg?v=1777199083,2,,,,,,,,,,,,,,,,,,,,,,,,,
rooted-majesty-horse-wall-art,Rooted Majesty – Horse Wall Art,"<div class=""z-1 md:sticky top-(--sticky-padding-top)"" data-testid=""writing-block-header-sticky-container"">
<div class=""bg-token-bg-primary flex w-full items-center justify-between gap-3 font-sans dark:bg-[#2a2a2a] py-2.5"" data-testid=""writing-block-header-surface"">
<div class=""flex grow gap-3 items-center"">
<div class=""text-token-text-tertiary flex max-w-[75%] min-w-0 grow cursor-default items-center self-center text-sm font-medium""></div>
</div>
<div class=""flex shrink-0 items-center"">
<div class=""flex items-center""></div>
</div>
</div>
</div>
<div class=""writing-block-editor markdown-new-styling relative flow-root pt-(--writing-block-editor-pt) pe-(--writing-block-editor-pr) pb-(--writing-block-editor-pb) ps-(--writing-block-editor-pl)"">
<div aria-disabled=""false"" dir=""auto"" translate=""no"" class=""ProseMirror markdown prose dark:prose-invert w-full min-h-6 break-words focus:outline-none"">
<p><span>Bring strength and depth into your space with this striking horse-inspired wall art.</span></p>
<p><span>The design blends the powerful presence of a horse with flowing, root-like patterns, symbolizing connection, resilience, and natural energy. Its bold yet artistic composition creates a captivating focal point for modern interiors.</span></p>
<p><span>Crafted with precision, this piece adds both character and meaning to your decor, making it more than just a visual element.<br></span></p>
<ul>
<li data-section-id=""1qb2yer"" data-start=""1020"" data-end=""1084"">Unique horse design blended with abstract root-like patterns</li>
<li data-section-id=""9oi9yt"" data-start=""1085"" data-end=""1141"">Symbolic artwork representing strength and grounding</li>
<li data-section-id=""fo8qjs"" data-start=""1142"" data-end=""1191"">Modern and bold aesthetic for statement decor</li>
<li data-section-id=""gmap9k"" data-start=""1192"" data-end=""1224"">Lightweight and easy to hang</li>
</ul>
<p><span><br></span></p>
</div>
</div>",zylowalls,Home & Garden > Decor,wallart,"abstract wall art, abstract wall decor, aesthetic decor, aesthetic home decor, aesthetic wall decor, animal wall art, elegant wall decor, home decor, home decor wall art, horse wall art, interior design decor, linear wall art, living room decor, modern wall art, statement wall decor, unique wall art",true,Color,black,product.metafields.shopify.color-pattern,size,16 by 16,,,,,,0.0,shopify,0,continue,manual,1199,1559,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitleddesign_79.jpg?v=1777179322,1,,false,,,modernism,illustrative,reproduction,,black,,,unframed,wood,,horizontal,digital,,,,animals; nature,,kg,,,unlisted
rooted-majesty-horse-wall-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_81.jpg?v=1777179349,2,,,,,,,,,,,,,,,,,,,,,,,,,
mountain-silence-wooden-wall-art-4-panel-set,Mountain Silence – Wall Art (4 Panel Set),"<p class=""isSelectedEnd""><span>Bring the raw beauty of nature into your space with this laser-cut wooden wall art set.</span></p>
<p class=""isSelectedEnd""><span>Featuring elongated panels with mountain silhouettes and subtle tree details, this design captures the calm and strength of nature in a clean, minimal form. Crafted from wood using precision laser cutting, it offers a unique textured look without any printed or painted finish.</span></p>
<p><span>Perfect for modern interiors, this piece adds depth, warmth, and a natural aesthetic to your walls.<br></span></p>
<ul data-start=""1110"" data-end=""1329"">
<li data-section-id=""1xlcj7o"" data-start=""1168"" data-end=""1221"">Unique textured finish for a natural premium look</li>
<li data-section-id=""joi2by"" data-start=""1222"" data-end=""1280"">Minimal mountain and tree composition for modern decor</li>
<li data-section-id=""esx20d"" data-start=""1281"" data-end=""1329"">Lightweight panels, easy to arrange and hang</li>
</ul>
<p><span></span><br></p>",zylowalls,Home & Garden > Decor,wallart,"4 piece wall art, abstract wall art, abstract wall decor, aesthetic decor, aesthetic home decor, aesthetic wall art, artistry, bedroom wall decor, home decor, home decor set, home decor wall art, minimul, modern wall art set, modern wall frames",true,Color,black,product.metafields.shopify.color-pattern,size,each frame of 6 by 14,,,,,,0.0,shopify,0,continue,manual,1649,2144,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitleddesign_77.jpg?v=1777178275,1,,false,,,minimalism,illustrative,reproduction,wood,black,,,framed,wood,,vertical,,,,,nature; landscape,,kg,,,active
mountain-silence-wooden-wall-art-4-panel-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_78.jpg?v=1777178294,2,,,,,,,,,,,,,,,,,,,,,,,,,
linear-grace-minimal-leaf-wall-art-3-panel-set,Linear Grace – Minimal Leaf Wall Art (3 Panel Set),"<div class=""group relative clear-both my-4 w-full overflow-visible"">
<div id=""writing-block-acb67779-f9aa-4829-8ca8-8b8f288e92a4"" class=""relative w-full overflow-clip rounded-[24px] bg-token-bg-primary dark:bg-[#2a2a2a] shadow-[0px_4px_80px_rgba(0,0,0,0.02)]"" data-writing-block=""true"" data-testid=""writing-block-container"">
<div class=""z-1 md:sticky top-(--sticky-padding-top)"" data-testid=""writing-block-header-sticky-container"">
<div class=""bg-token-bg-primary flex w-full items-center justify-between gap-3 font-sans dark:bg-[#2a2a2a] py-2.5"" data-testid=""writing-block-header-surface"">
<div class=""flex grow gap-3 items-center"">
<div class=""text-token-text-tertiary flex max-w-[75%] min-w-0 grow cursor-default items-center self-center text-sm font-medium"">
<div class=""truncate""><br></div>
</div>
</div>
<div class=""flex shrink-0 items-center"">
<div class=""flex items-center""><br></div>
</div>
</div>
</div>
<div class=""writing-block-editor markdown-new-styling relative flow-root pt-(--writing-block-editor-pt) pe-(--writing-block-editor-pr) pb-(--writing-block-editor-pb) ps-(--writing-block-editor-pl)"">
<div class=""ProseMirror markdown prose dark:prose-invert w-full min-h-6 break-words focus:outline-none"" aria-disabled=""false"" dir=""auto"" translate=""no"">
<p><span>Add a refined and modern touch to your space with this minimalist 3-panel wall art set.</span></p>
<p><span>Featuring elongated, flowing leaf-like forms, the design emphasizes simplicity, balance, and elegance. Its clean lines and organic structure create a calming visual effect, making it ideal for contemporary interiors.</span></p>
<p><span>Crafted for those who appreciate subtle design, this piece enhances your space with a soft, natural presence without overwhelming the surroundings.<br></span></p>
<ul>
<li data-section-id=""143e5rz"" data-start=""1068"" data-end=""1110"">Minimal elongated leaf-inspired design</li>
<li data-section-id=""1kcrxn3"" data-start=""1111"" data-end=""1161"">Clean linear composition for modern aesthetics</li>
<li data-section-id=""1tc6i6x"" data-start=""1162"" data-end=""1208"">Balanced 3-panel layout for visual harmony</li>
<li data-section-id=""1lbgjt"" data-start=""1209"" data-end=""1244"">Lightweight and easy to install</li>
</ul>
<p><span></span><br></p>
</div>
</div>
<div aria-hidden=""true"" class=""pointer-events-none absolute inset-0 z-2 rounded-[24px] shadow-[inset_0px_0px_0px_1px_rgba(0,0,0,0.07)]""><br></div>
</div>
</div>",zylowalls,Home & Garden > Decor,wallart,"3 piece wall art, abstract wall decor, aesthetic wall decor, bedroom wall decor, home decor wall art, linear wall art, living room decor, minimal wall art, modern wall decor, nature inspired wall art",true,Color,black,product.metafields.shopify.color-pattern,size,each frame of 6 by 14,,,,,,0.0,shopify,0,continue,manual,1699,2209,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitleddesign_75.jpg?v=1777177078,1,,false,,,minimalism,illustrative,reproduction,,black,wood,,framed,wood,,vertical,digital,,,,nature,,kg,,,active
linear-grace-minimal-leaf-wall-art-3-panel-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_76.jpg?v=1777177205,2,,,,,,,,,,,,,,,,,,,,,,,,,
distant-serenity-wooden-mountain-wall-art,Distant Serenity – Wooden Mountain Wall Art,"<p class=""isSelectedEnd""><span>Experience the quiet beauty of nature from a distance with this laser-cut wooden wall art.</span></p>
<p class=""isSelectedEnd""><span>Featuring layered mountains and subtle tree elements, the design captures the feeling of standing afar and admiring a peaceful landscape. The depth and perspective create a calming visual effect that brings balance and serenity into your space.</span></p>
<p><span>Crafted with precision from wood, this piece offers a natural, minimal aesthetic perfect for modern interiors.<br></span></p>
<ul data-start=""1013"" data-end=""1216"">
<li data-section-id=""1bqcak1"" data-start=""1071"" data-end=""1126"">Depth-inspired composition with natural perspective</li>
<li data-section-id=""12h63gm"" data-start=""1127"" data-end=""1183"">Minimal mountain and tree aesthetic for modern decor</li>
<li data-section-id=""gmap9k"" data-start=""1184"" data-end=""1216"">Lightweight and easy to hang</li>
</ul>
<p><span></span><br></p>",zylowalls,Home & Garden > Decor,wallart,"aesthetic home decor, artistic wall decor, bedroom wall decor, elegant wall decor, home decor, home decor wall art, islamic decor, landscape wall art, living room wall art, luxury wall art, minimal wall decor, modern wall art, mountain wall decor, nature wall art, wooden wall art",true,Color,black,product.metafields.shopify.color-pattern,size ,16 by 32,,,,,,0.0,shopify,0,continue,manual,1499,1949,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/13.jpg?v=1777141121,1,,false,,,minimalism,illustrative,reproduction,,black,,,unframed,wood,,horizontal,,,,,nature; landscape,,kg,,,unlisted
distant-serenity-wooden-mountain-wall-art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_72.jpg?v=1777141365,2,,,,,,,,,,,,,,,,,,,,,,,,,
whisker-mood-minimal-cat-wall-art-4-panel-set,Whisker Mood – Minimal Cat Wall Art (4 Panel Set),"<p class=""isSelectedEnd""><span>Add a playful yet minimal touch to your space with this 4-piece cat face wall art set.</span></p>
<p class=""isSelectedEnd""><span>Designed with simple feline expressions, each frame captures a unique mood while maintaining a clean and modern aesthetic. Perfect for cat lovers and minimal decor enthusiasts, this set brings character and charm without overwhelming your space.</span></p>
<p><span>A perfect addition to bedrooms, living rooms, or cozy corners.<br></span></p>
<ul data-start=""919"" data-end=""1127"">
<li data-section-id=""1jmlnsh"" data-start=""919"" data-end=""969"">Minimal cat face design with clean modern look</li>
<li data-section-id=""1uecriq"" data-start=""970"" data-end=""1025"">4-piece set showcasing different feline expressions</li>
<li data-section-id=""pcbt2"" data-start=""1026"" data-end=""1074"">Lightweight frames, easy to hang and arrange</li>
<li data-section-id=""16un1ae"" data-start=""1075"" data-end=""1127"">Perfect for adding a playful yet aesthetic touch</li>
</ul>
<p><span></span><br></p>",zylowalls,Home & Garden > Decor,wallart,"4 piece wall art, aesthetic wall decor, animal wall art, bedroom wall decor, cat lover decor, cat wall art, cute wall art, home decor, minimal wall decor, modern wall art",true,Color,black,product.metafields.shopify.color-pattern,size,each frame of 10 by 14,,,,,,0.0,shopify,0,continue,manual,1699,2209,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/19.jpg?v=1777026476,1,,false,,,minimalism,illustrative,reproduction,,black,,,framed,wood,,horizontal,digital,,,,animals,,kg,,,active
whisker-mood-minimal-cat-wall-art-4-panel-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_71.jpg?v=1777026633,2,,,,,,,,,,,,,,,,,,,,,,,,,
global-icons-3-piece-landmark-wall-art-set,Global Icons – 3 Piece Landmark Wall Art Set,"<p class=""isSelectedEnd""><span>Celebrate the beauty of world-famous architecture with this elegant 3-piece wall art set.</span></p>
<p class=""isSelectedEnd""><span>Featuring the iconic Makkah Clock Tower, the Eiffel Tower, and the historic Leaning Tower of Pisa, each frame captures a unique landmark that represents culture, travel, and timeless design.</span></p>
<p><span>Perfect for modern interiors, this set brings a global aesthetic to your space while adding depth, character, and a refined decorative touch.<br></span></p>
<ul>
<li data-section-id=""10dr87x"" data-start=""1065"" data-end=""1113"">3-piece set featuring iconic world landmarks</li>
<li data-section-id=""cu732r"" data-start=""1114"" data-end=""1161"">Modern and balanced layout for wall display</li>
<li data-section-id=""1jlzfdu"" data-start=""1162"" data-end=""1206"">High-quality design with clean detailing</li>
<li data-section-id=""pcbt2"" data-start=""1207"" data-end=""1255"">Lightweight frames, easy to hang and arrange</li>
</ul>
<p><span></span><br></p>",zylowalls,Home & Garden > Decor,wallart,"3 piece wall art, eiffel tower wall art, home decor wall art, landmark wall art, leaning tower of pisa art, makkah clock tower wall art, modern wall art set, travel wall decor, world landmarks decor",true,Color,black,product.metafields.shopify.color-pattern,size ,Each frame of 7 by 15,,,,,,0.0,shopify,0,continue,manual,1499,1949,true,true,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/3_c8eaad6b-1222-49f1-81d7-a13982cd8575.jpg?v=1777024430,1,,false,,,minimalism,illustrative,reproduction,,black,wood,,framed,wood,,vertical,digital,,,,travel; architecture,,kg,,,active
global-icons-3-piece-landmark-wall-art-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0964/6787/8183/files/Untitled_design_70.jpg?v=1777024688,2,,,,,,,,,,,,,,,,,,,,,,,,,
